Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),Change,Cummulative change
19-Jan-2017,22926.7,23004.35,22897.2,22983.95,90536396,2959.02,0.28,16.79
20-Jan-2017,22940.65,23000.65,22604.55,22646.05,89824320,2823.37,-1.47,15.07
23-Jan-2017,22640.05,22856.8,22626.3,22843.3,80938288,2747.83,0.87,16.07
24-Jan-2017,22927.75,23111.8,22881.6,23087.35,82747534,2581.31,1.07,17.31
25-Jan-2017,23155.3,23434.65,23121.85,23395.6,191470353,5352.44,1.34,18.88
27-Jan-2017,23429.2,23657.9,23414.9,23520.3,144164894,3836.72,0.53,19.51
30-Jan-2017,23505.15,23686.1,23438.65,23651.35,92515481,3246.07,0.56,20.18
31-Jan-2017,23704.1,23709.6,23240.05,23279.3,129783834,4283.97,-1.57,18.29
01-Feb-2017,23350.5,23783.1,23258.9,23756.9,143282829,4125.47,2.05,20.72
02-Feb-2017,23795.1,23978.6,23728.35,23916.6,136692085,3941.47,0.67,21.53
03-Feb-2017,23985.1,24055.25,23858.5,23943.15,114974636,3690.37,0.11,21.66
06-Feb-2017,24089.4,24230.45,24073.5,24205.75,106809810,3550.3,1.10,23.00
07-Feb-2017,24267.4,24312.2,24009.5,24130.35,147302748,4129.97,-0.31,22.61
08-Feb-2017,24225,24321.15,24042.45,24249.2,128374599,3841.91,0.49,23.22
09-Feb-2017,24254,24337.45,24042.75,24257.8,99347178,3120.04,0.04,23.26
10-Feb-2017,24324.55,24325.95,24140.95,24201.85,105641044,2877.42,-0.23,22.98
13-Feb-2017,24280.1,24298.1,24005.05,24204.3,96823349,2630.89,0.01,22.99
14-Feb-2017,24260.95,24261.25,23910.45,23974.85,109099006,3148.41,-0.95,21.82
15-Feb-2017,23956.5,24008.95,23592.15,23673.6,113053212,3069.95,-1.26,20.29
16-Feb-2017,23707.4,24126.25,23580.6,24084.1,128385591,3829.02,1.73,22.38
17-Feb-2017,24230,24317.15,24118.95,24250.8,98287320,3261.41,0.69,23.23
20-Feb-2017,24286.8,24423.5,24218.55,24405.35,85200603,2613.04,0.64,24.01
21-Feb-2017,24452.7,24641.5,24424.05,24614.05,83736370,2764.4,0.86,25.07
22-Feb-2017,24668.35,24671.7,24403.45,24462.9,104236090,3105.24,-0.61,24.30
23-Feb-2017,24495.05,24532.6,24335.3,24376.85,157734930,4884.94,-0.35,23.87
27-Feb-2017,24375.75,24450.7,24328.8,24349.55,88413897,3216.26,-0.11,23.73
28-Feb-2017,24401.85,24471.85,24349.5,24424.35,98161933,3247.52,0.31,24.11
01-Mar-2017,24509.6,24563.95,24401.45,24456.65,115330095,3463.77,0.13,24.27
02-Mar-2017,24588.95,24617.95,24056.7,24102.7,131893576,4091.86,-1.45,22.47
03-Mar-2017,24052.5,24130.05,23909.85,24091.2,98384922,4210.3,-0.05,22.41
06-Mar-2017,24182.55,24252.5,24143.5,24228.35,76416013,2345.97,0.57,23.11
07-Mar-2017,24275.75,24291.35,24174.45,24203.8,88453317,2658.79,-0.10,22.99
08-Mar-2017,24240.35,24240.45,23953.9,24124.1,99420099,3281.46,-0.33,22.58
09-Mar-2017,24126.35,24185.35,24044.15,24089.85,73010535,2556.79,-0.14,22.41
10-Mar-2017,24148.2,24213.45,23976.25,24042.35,69793490,2053.43,-0.20,22.17
14-Mar-2017,24395.2,24463.25,24247.8,24425.9,101444145,3623.06,1.60,24.12
15-Mar-2017,24473.3,24622.9,24445.2,24581.95,84063805,2951.33,0.64,24.91
16-Mar-2017,24702.8,24938.65,24694.7,24924.9,125955160,3624.69,1.40,26.65
17-Mar-2017,24995.7,25022.45,24821.05,24914.8,115175433,3768.29,-0.04,26.60
20-Mar-2017,24977.25,24977.25,24847.85,24918.65,85550172,2658.62,0.02,26.62
21-Mar-2017,24919.5,24919.5,24622.85,24781,101166259,4350.26,-0.55,25.92
22-Mar-2017,24593.45,24599.1,24443.5,24550.15,118760496,3940.77,-0.93,24.75
23-Mar-2017,24702.55,24820.85,24696.1,24795.85,116387309,3921.64,1.00,26.00
24-Mar-2017,24830.95,24931.25,24786.55,24805.5,113326227,3148.85,0.04,26.04
27-Mar-2017,24819.1,24868,24678.9,24701.9,105752248,2845.53,-0.42,25.52
28-Mar-2017,24765.15,24925.65,24752.25,24892.3,96138454,3028.71,0.77,26.49
29-Mar-2017,24940.5,24950.25,24810.2,24911.2,113405188,3349.79,0.08,26.58
30-Mar-2017,24936.25,25063.05,24920.8,25013,196595701,6168.5,0.41,27.10
31-Mar-2017,25066.25,25161.7,25026.1,25119.45,128091643,3275.75,0.43,27.64
03-Apr-2017,25146.9,25248.4,25106.7,25217.15,95494347,2641.29,0.39,28.14
05-Apr-2017,25310.1,25494.95,25238,25478.1,133158405,3444.57,1.03,29.46
06-Apr-2017,25444.95,25580.8,25394.55,25561.4,142535836,3209.71,0.33,29.89
07-Apr-2017,25513.5,25740.75,25480.75,25552.95,141133895,3430.3,-0.03,29.84
10-Apr-2017,25618.05,25761.1,25559.85,25732.9,109755251,3217.75,0.70,30.76
11-Apr-2017,25701.75,25908.8,25693.65,25872.8,187969166,4450.67,0.54,31.47
12-Apr-2017,25901.45,26008.7,25631.95,25915.65,151893638,4306.15,0.17,31.69
13-Apr-2017,25924.65,25932.45,25823.6,25872.45,100580516,2889.19,-0.17,31.47
17-Apr-2017,25910.35,25969.3,25759.95,25813.25,149863709,3313.17,-0.23,31.17
18-Apr-2017,25861.75,26017.15,25506.95,25539.05,148729152,3667.14,-1.06,29.77
19-Apr-2017,25527.65,25737.35,25494.9,25694.35,132606096,3266.92,0.61,30.56
20-Apr-2017,25809.95,25873.4,25714.4,25786.75,105742412,3056.45,0.36,31.03
21-Apr-2017,25913.8,25941.95,25729.75,25845.65,156534460,3519.99,0.23,31.33
24-Apr-2017,25887.45,26083.4,25845.3,26062.35,118866823,2849.86,0.84,32.43
25-Apr-2017,26183.15,26478,26166.95,26461.4,155741899,4164.17,1.53,34.46
26-Apr-2017,26557.55,26565.65,26170.9,26407.45,137443331,3986.19,-0.20,34.18
27-Apr-2017,26445.65,26470.05,26241.55,26281.1,122169361,4085.09,-0.48,33.54
28-Apr-2017,26299.6,26412,26248.05,26323.6,119149341,3384.67,0.16,33.76
02-May-2017,26395.65,26522.9,26242.45,26457.55,111497470,3337.53,0.51,34.44
03-May-2017,26571.35,26640,26386.5,26441.45,110380525,3141.56,-0.06,34.36
04-May-2017,26501.95,26543.95,26419.1,26514.45,115444604,2902.07,0.28,34.73
05-May-2017,26508.8,26515.15,26013.4,26142.25,144606884,3499.21,-1.40,32.84
08-May-2017,26226.95,26297.45,26171.1,26255.3,124196759,2846.76,0.43,33.41
09-May-2017,26310.4,26484.15,26223.65,26465.1,126935504,3848.57,0.80,34.48
10-May-2017,26578.15,26833.6,26569.35,26806.7,130572217,3596.08,1.29,36.21
11-May-2017,26895.3,26947.35,26784.55,26849.65,141201369,4323.52,0.16,36.43
12-May-2017,26852.8,26864.05,26546.1,26725.2,139172004,4534.49,-0.46,35.80
15-May-2017,26831.85,26979,26780.65,26949.1,151031875,4437.33,0.84,36.94
16-May-2017,27029.9,27031.65,26882.05,26940.95,179250793,4547.9,-0.03,36.90
17-May-2017,26929.9,26983.35,26752.2,26799.55,155314543,4236.49,-0.52,36.18
18-May-2017,26609.55,26671.2,26193.35,26251.05,129782143,3667.85,-2.05,33.39
19-May-2017,26399.5,26477.8,25846.85,26099.3,131197279,4487.52,-0.58,32.62
22-May-2017,26282.6,26369.2,25853,25880.5,101717903,3342.11,-0.84,31.51
23-May-2017,25919.5,25919.5,25250.85,25534.85,143534861,4173.31,-1.34,29.75
24-May-2017,25580.5,25608.4,25030.75,25149.45,125545158,3340.46,-1.51,27.79
25-May-2017,25255.55,25489.55,25125.6,25407.7,212003821,5450.66,1.03,29.10
26-May-2017,25460.35,26011.4,25418.85,25983.3,176683415,4378.15,2.27,32.03
29-May-2017,26035.75,26085.55,25602,25727.8,130925835,3349.44,-0.98,30.73
30-May-2017,25641.85,25938.5,25481.85,25918.45,233912904,4790.8,0.74,31.70
31-May-2017,26027.25,26140.4,25981.65,26027.75,265895638,7225.94,0.42,32.26
01-Jun-2017,26057.35,26140.65,25969.4,26095.75,128255481,3417.86,0.26,32.60
02-Jun-2017,26203.8,26276.45,26141.5,26254.9,113300600,3174.94,0.61,33.41
05-Jun-2017,26355.15,26546,26319.1,26457.2,107540055,4110.52,0.77,34.44
06-Jun-2017,26479.95,26505.05,26178.7,26264.45,102846695,3309.17,-0.73,33.46
07-Jun-2017,26355.95,26462.15,26316.85,26422.6,111073901,3542.54,0.60,34.26
08-Jun-2017,26506.35,26586.4,26419.35,26507.25,126719888,3709.31,0.32,34.69
09-Jun-2017,26538.55,26624.55,26391.55,26606.4,125544272,3007.47,0.37,35.20
12-Jun-2017,26609.35,26670.2,26458.7,26557.6,102985260,3006.84,-0.18,34.95
13-Jun-2017,26623.9,26704.65,26543.15,26584.7,99706357,2899.08,0.10,35.09
14-Jun-2017,26635.95,26650.6,26389.8,26507.4,101916828,2755.77,-0.29,34.69
15-Jun-2017,26497.2,26579.35,26418.15,26474.95,91728349,2859.48,-0.12,34.53
16-Jun-2017,26535.85,26669.9,26486.55,26550,119433865,3429.21,0.28,34.91
19-Jun-2017,26644.55,26701.9,26565.85,26648.25,74418662,2167.88,0.37,35.41
20-Jun-2017,26713.8,26766.5,26624.95,26684,92403952,2681.2,0.13,35.59
21-Jun-2017,26685.5,26717.65,26601.7,26687.1,95031840,2815.53,0.01,35.61
22-Jun-2017,26721.5,26819.55,26427.2,26497.1,94410041,2582.36,-0.71,34.64
23-Jun-2017,26544.05,26556.1,26031.55,26157.9,93319072,2459.09,-1.28,32.92
27-Jun-2017,26208.5,26229.6,25774.7,25968.2,96771832,2697.41,-0.73,31.95
28-Jun-2017,25945.25,26078.65,25806.5,26040.15,95869492,3014.73,0.28,32.32
29-Jun-2017,26126.65,26259.85,26019.05,26054.2,135570141,3817.91,0.05,32.39
30-Jun-2017,26001.95,26290.65,25913.65,26254.5,94998026,2947.87,0.77,33.41
03-Jul-2017,26340.75,26617.8,26290.15,26588,126843183,3004.21,1.27,35.10
04-Jul-2017,26680.15,26771.5,26509.6,26547.9,103019337,3046.91,-0.15,34.90
05-Jul-2017,26577.5,26786.25,26548.05,26756.05,92712062,2912.54,0.78,35.96
06-Jul-2017,26847.9,26948.4,26836.8,26869.65,113864984,3060.8,0.42,36.53
07-Jul-2017,26866.7,26920.15,26774.5,26872.4,106871064,3062.55,0.01,36.55
10-Jul-2017,26951.9,27129.05,26836.2,27108.15,35572106,841.85,0.88,37.75
11-Jul-2017,27161.85,27216.7,26901,26929.45,135369795,3345.51,-0.66,36.84
12-Jul-2017,26984.7,27198.05,26976.65,27176.3,93937316,2931.83,0.92,38.09
13-Jul-2017,27291.65,27430.8,27283.2,27405.2,96811742,3031.19,0.84,39.25
14-Jul-2017,27443.2,27470.7,27251.4,27413.9,100659135,2616.28,0.03,39.30
17-Jul-2017,27439.75,27504.35,27342.3,27452.15,94993167,2746.38,0.14,39.49
18-Jul-2017,27396.35,27503.3,27243.35,27277.25,116706150,2895.41,-0.64,38.60
19-Jul-2017,27383.75,27663.8,27373.55,27644.25,134993912,3834.21,1.35,40.47
20-Jul-2017,27659.8,27695.25,27496.15,27535.55,111474977,3375.42,-0.39,39.92
21-Jul-2017,27590.65,27660.6,27351.75,27605.4,147711468,3550.03,0.25,40.27
24-Jul-2017,27624,27671.8,27562.1,27634.8,109930718,2877.15,0.11,40.42
25-Jul-2017,27691.3,27762.9,27600.95,27711.65,141901592,3467.78,0.28,40.81
26-Jul-2017,27758.05,27805.4,27691.45,27735.6,115532757,3215,0.09,40.93
27-Jul-2017,27801.75,27873.45,27550.7,27583.25,168321789,4594.24,-0.55,40.16
28-Jul-2017,27509.05,27786.5,27470.1,27759.55,123044828,3592.21,0.64,41.05
31-Jul-2017,27853.15,27944.35,27726.05,27922.8,124366666,4129.99,0.59,41.88
01-Aug-2017,27990.25,28038.8,27821.25,27872.95,135860654,4441.34,-0.18,41.63
02-Aug-2017,27936.95,27938.5,27630.6,27729,115285929,3343.78,-0.52,40.90
03-Aug-2017,27760.6,27984.45,27695,27785.3,137230627,4568.84,0.20,41.19
04-Aug-2017,27753.9,28195.4,27700.5,28119.1,124615688,4169.41,1.20,42.88
07-Aug-2017,28186.75,28556.05,28157.85,28499.25,97182666,3441.47,1.35,44.81
08-Aug-2017,28559.05,28601.55,28004.5,28144.8,143548148,3839.66,-1.24,43.01
09-Aug-2017,28079.2,28079.2,27552,27652,105265620,3503.91,-1.75,40.51
10-Aug-2017,27511.3,27554.5,26579.3,26895.05,174047141,4529.85,-2.74,36.66
11-Aug-2017,26519.65,27169.75,26343.45,26873.85,161200250,4688.6,-0.08,36.55
14-Aug-2017,27094.4,27512.9,27087.5,27464.1,111426473,3177.78,2.20,39.55
16-Aug-2017,27603.6,27775.15,27400.15,27734.3,109455490,3311.95,0.98,40.93
17-Aug-2017,27851.35,27975.25,27660.6,27718.35,116002339,3118.49,-0.06,40.85
18-Aug-2017,27562.5,27712.9,27405.85,27657.05,107609771,2914.4,-0.22,40.53
21-Aug-2017,27743.95,27842.1,27168.4,27217.6,93604581,2666.13,-1.59,38.30
22-Aug-2017,27359.45,27474.5,27006.6,27073.95,114624316,3112.86,-0.53,37.57
23-Aug-2017,27232.35,27461.2,27113.6,27441.3,111729168,3332.88,1.36,39.44
24-Aug-2017,27520.8,27725.6,27459.2,27679.2,100735736,3267.81,0.87,40.65
28-Aug-2017,27763.3,28000.7,27734.65,27948.85,118626259,3395.83,0.97,42.02
29-Aug-2017,27918.35,27918.35,27577.25,27647,105320381,2984.65,-1.08,40.48
30-Aug-2017,27850.25,28101.15,27827.2,28066.8,91963638,2779.17,1.52,42.62
31-Aug-2017,28120.7,28132,27975.4,28054.4,155643148,4372.71,-0.04,42.55
01-Sep-2017,28169.05,28370.5,28131.2,28338.35,121368596,3523.97,1.01,44.00
04-Sep-2017,28353.25,28379.45,27875.6,28183.15,113506164,3286.33,-0.55,43.21
05-Sep-2017,28295.45,28355.75,28178.55,28338.7,83848401,2769.53,0.55,44.00
06-Sep-2017,28192.8,28419.6,28134.7,28377.15,109280909,3570.17,0.14,44.19
07-Sep-2017,28539.4,28613.65,28453.85,28583.5,95040476,3600.29,0.73,45.24
08-Sep-2017,28675.4,28688.7,28307.95,28377.15,105730493,3501.68,-0.72,44.19
11-Sep-2017,28533.5,28690.55,28360.65,28592.5,89047999,2974.52,0.76,45.29
12-Sep-2017,28733.65,28873.2,28656,28852.95,112962021,3904.27,0.91,46.61
13-Sep-2017,28914,29051.4,28686.65,28753.5,146506700,4577.34,-0.34,46.11
14-Sep-2017,28871.5,29035.9,28726,28851.75,156407719,4421.54,0.34,46.60
15-Sep-2017,28781.35,28854.2,28596.4,28781.45,132849398,4406.84,-0.24,46.25
18-Sep-2017,28952.6,28992.15,28851.5,28891.3,84449386,3021.13,0.38,46.81
19-Sep-2017,28945.8,29015.1,28847.2,28967.05,95559223,3434.04,0.26,47.19
20-Sep-2017,29040.2,29069.9,28845.2,28886.95,123602833,4306.57,-0.28,46.78
21-Sep-2017,28912,28950.25,28479.75,28695.45,113165748,4648.88,-0.66,45.81
22-Sep-2017,28600.45,28601.3,27897.35,27947.25,118841675,4189.19,-2.61,42.01
25-Sep-2017,27986.05,27986.05,27234.45,27583.55,122645081,4102.22,-1.30,40.16
26-Sep-2017,27597.65,27794.25,27385.95,27648.1,106249187,3473.54,0.23,40.49
27-Sep-2017,27808.7,27808.7,27068.55,27132.75,126896378,4434.45,-1.86,37.87
28-Sep-2017,27235.55,27304.8,26929.65,27216.5,177285389,6719.59,0.31,38.30
29-Sep-2017,27346.75,27736.1,27322.35,27558.9,129597343,3433.16,1.26,40.04
03-Oct-2017,27837.4,27918.15,27734.45,27819.45,123702553,3102.33,0.95,41.36
04-Oct-2017,27883.75,27974.7,27792.8,27869.85,95268580,2372.26,0.18,41.62
05-Oct-2017,27944.75,28081.85,27918.25,27951.85,79649351,2242.98,0.29,42.03
06-Oct-2017,28049.25,28199.75,28046.15,28176.15,94368509,2490.48,0.80,43.17
09-Oct-2017,28267.95,28380.45,28139.05,28219.15,81310488,2205.7,0.15,43.39
10-Oct-2017,28336,28430.1,28302.9,28391.6,84066085,2648.76,0.61,44.27
11-Oct-2017,28518.9,28606.45,28051.05,28214.85,119940999,3373.71,-0.62,43.37
12-Oct-2017,28302.85,28558.05,28165.75,28528.85,97815584,2836.77,1.11,44.96
13-Oct-2017,28659.3,28668.2,28546.65,28575.45,111738782,2767.33,0.16,45.20
16-Oct-2017,28679.65,28761.85,28534.45,28646.45,118071936,2722.87,0.25,45.56
17-Oct-2017,28658.9,28797.95,28583.55,28782.7,133183410,3023.47,0.48,46.25
18-Oct-2017,28814.45,28816.95,28621.9,28740.2,119307439,2935.53,-0.15,46.04
19-Oct-2017,28813.35,28816.35,28469.7,28588.3,23409948,487.87,-0.53,45.27
23-Oct-2017,28614.8,28763.15,28569.75,28731.25,162471981,3537.61,0.50,45.99
24-Oct-2017,28833.35,28836.65,28636.2,28676.85,134899412,2989.26,-0.19,45.72
25-Oct-2017,28931.85,29070.75,28804.05,29038.15,449863249,8920.18,1.26,47.55
26-Oct-2017,29094.6,29313.65,29018,29154.1,419318794,8218.9,0.40,48.14
27-Oct-2017,29245.3,29475.65,29241,29355.7,251174868,6316.62,0.69,49.17
30-Oct-2017,29478.45,29723.3,29472.3,29674.75,174491157,4493.52,1.09,50.79
31-Oct-2017,29775.15,29785.3,29495.55,29644.15,203397125,5196.29,-0.10,50.63
01-Nov-2017,29833.8,30035.5,29825.8,29903.7,230331047,5571.98,0.88,51.95
02-Nov-2017,29956.45,30115.7,29891.1,30020.4,185937119,4672.63,0.39,52.54
03-Nov-2017,30116.7,30171.9,29951.4,30043.9,327884587,6392.88,0.08,52.66
06-Nov-2017,30146.05,30356.85,30135.5,30242.2,213656710,5881.31,0.66,53.67
07-Nov-2017,30390.45,30408.4,29694.95,29779.3,228117573,4759.33,-1.53,51.32
08-Nov-2017,29840.15,29925,29451,29546.85,188409048,3874.65,-0.78,50.14
09-Nov-2017,29739.05,29856.45,29378.95,29741.8,172399467,4220.17,0.66,51.13
10-Nov-2017,29707.55,29824.2,29516.75,29654.8,176333165,4219.05,-0.29,50.69
13-Nov-2017,29713.65,29721.1,29404.6,29447.1,169548265,3716.4,-0.70,49.63
14-Nov-2017,29482.7,29555,29319.75,29353.6,150430884,3419.33,-0.32,49.15
15-Nov-2017,29282.15,29359.5,28890.45,29014.75,176466436,3787.74,-1.15,47.43
16-Nov-2017,29106.85,29423,29029.5,29350.5,140944723,3174.31,1.16,49.14
17-Nov-2017,29690.8,29846.2,29687.35,29754.6,201955933,4712.7,1.38,51.19
20-Nov-2017,29764.5,29851.85,29643.75,29784.95,171470571,3483.18,0.10,51.35
21-Nov-2017,29877.65,29951.65,29698.9,29832.7,168726506,3757.97,0.16,51.59
22-Nov-2017,29938.15,29952.2,29652.6,29791.45,168727866,3922.92,-0.14,51.38
23-Nov-2017,29845.9,29865.75,29613.4,29780.8,166632145,3560.78,-0.04,51.33
24-Nov-2017,29868.45,29931.8,29785.9,29908.95,127832843,3049.96,0.43,51.98
27-Nov-2017,29906.3,30019.7,29802.75,29994.1,148450964,3717.02,0.28,52.41
28-Nov-2017,30022.25,30153.7,29923.95,30039.85,165965025,3717.02,0.15,52.64
29-Nov-2017,30116.1,30181.35,29975.55,30030.35,139739486,3265.19,-0.03,52.59
30-Nov-2017,29951.25,29974.35,29721.2,29768.1,262932880,7348.01,-0.87,51.26
01-Dec-2017,29884.85,30012.5,29388.1,29471,156980799,3575.63,-1.00,49.75
04-Dec-2017,29583.95,29636.05,29245.35,29489.6,116069050,2854.71,0.06,49.85
05-Dec-2017,29487.05,29543.75,29197.8,29511.65,115140786,2811.39,0.07,49.96
06-Dec-2017,29436.3,29504.85,29188.75,29219.65,109311120,2915.11,-0.99,48.47
07-Dec-2017,29250.1,29754.1,29246.55,29711.7,123317344,3472.91,1.68,50.97
08-Dec-2017,29847.4,30060.25,29839.1,30001.7,144921294,4035.31,0.98,52.45
11-Dec-2017,30149.2,30176.15,30033.65,30087,96710156,2655.16,0.28,52.88
12-Dec-2017,30093.9,30104.1,29755,29787.1,115205531,2932.67,-1.00,51.36
13-Dec-2017,29786.1,29898.05,29390.4,29496.7,121079031,3771.09,-0.97,49.88
14-Dec-2017,29576.05,29649.6,29232.8,29508.45,119705493,3241.12,0.04,49.94
15-Dec-2017,29780.6,29851.45,29718.1,29759.7,105252671,2889.53,0.85,51.22
18-Dec-2017,29615.1,30166.75,29035.05,30042.25,166495153,3858.74,0.95,52.65
19-Dec-2017,30187.85,30495.65,30176.65,30473.4,153294535,3930.92,1.44,54.84
20-Dec-2017,30507.7,30587.25,30414.15,30480.45,183302781,4281.85,0.02,54.88
21-Dec-2017,30540.45,30656.45,30462.9,30625,158754101,4181.1,0.47,55.62
22-Dec-2017,30691.55,30805.6,30661.65,30764.8,148014045,3621.16,0.46,56.33
26-Dec-2017,30860.75,30951.8,30786.9,30899.9,156538774,3538.07,0.44,57.01
27-Dec-2017,30944.65,31009.1,30641.2,30750.4,148797877,3351.12,-0.48,56.25
28-Dec-2017,30808.4,30875.8,30672.4,30765.55,190837304,4711.95,0.05,56.33
29-Dec-2017,30855.1,31058.4,30843.1,30964.65,151842711,3393,0.65,57.34
01-Jan-2018,31043.8,31174.75,30855.6,30899.6,143943936,2473.7,-0.21,57.01
02-Jan-2018,31022.85,31060.1,30554.3,30798.3,197622545,3664.29,-0.33,56.50
03-Jan-2018,30932.35,31085.6,30900.9,30973.6,162447064,3297.48,0.57,57.39
04-Jan-2018,31074.1,31341.75,30971.55,31300.65,206645985,4133.69,1.06,59.05
05-Jan-2018,31428.65,31729.4,31423.75,31696.15,234822430,5237.43,1.26,61.06
08-Jan-2018,31764.9,31936.05,31763.5,31919.7,146210814,3569.8,0.71,62.19
09-Jan-2018,31968,31990.8,31651.75,31782.05,162371412,3716.54,-0.43,61.49
10-Jan-2018,31829.9,31914.3,31614.1,31727.95,153747991,4170.81,-0.17,61.22
11-Jan-2018,31731.95,31784.95,31584.05,31695.8,123218122,3079.6,-0.10,61.06
12-Jan-2018,31786.75,31825,31382.7,31704.85,141247328,3822.06,0.03,61.10
15-Jan-2018,31783.15,31888.2,31604,31639.55,113938189,2902.7,-0.21,60.77
16-Jan-2018,31719.05,31738.65,31036.6,31122.2,153975602,3563.7,-1.64,58.14
17-Jan-2018,31126.5,31376.3,30653.35,31348.05,159535288,3814.71,0.73,59.29
18-Jan-2018,31520.1,31546.45,30687.25,30931.85,174765344,4114.37,-1.33,57.17
19-Jan-2018,30953.4,31221.95,30786.35,31165.65,129400919,3219.7,0.76,58.36
22-Jan-2018,31207.25,31458.25,31082.15,31404.6,114475993,3328.95,0.77,59.58
23-Jan-2018,31483.85,31700.55,31470.2,31628.3,190955496,4820.22,0.71,60.71
24-Jan-2018,31538.9,31607.9,31316.25,31440.65,213735197,5637.38,-0.59,59.76
25-Jan-2018,31511.35,31525.7,30949.05,31013.1,308038778,6646.53,-1.36,57.59
29-Jan-2018,31132,31239.5,30836.75,30891.2,145255609,3906.77,-0.39,56.97
30-Jan-2018,30852.75,30873.4,30664.3,30712.4,131797721,3483.16,-0.58,56.06
31-Jan-2018,30644.4,30709.8,30277.55,30500.3,175160634,4595.05,-0.69,54.98
01-Feb-2018,30605.4,30701.85,29950.8,30524.85,179503445,4960.83,0.08,55.11
02-Feb-2018,30253.5,30299.85,29454.2,29656.45,252792228,6163.53,-2.84,50.69
05-Feb-2018,29250.2,29650,28954.4,29559.05,188466898,4406.7,-0.33,50.20
06-Feb-2018,28366.8,29288.45,28171,29138.85,222241027,5164.41,-1.42,48.06
07-Feb-2018,29527.15,29604.95,29251.4,29351.15,180709945,4139.65,0.73,49.14
08-Feb-2018,29453.25,29919,29429.6,29827.35,170325327,4203.5,1.62,51.56
09-Feb-2018,29285.45,29796.25,29280.35,29728.95,168570283,3856.57,-0.33,51.06
12-Feb-2018,29986.1,30222.1,29930.65,30171.85,198553757,4307.72,1.49,53.31
14-Feb-2018,30337.45,30353.85,30005.25,30110.25,239708067,5141.99,-0.20,53.00
15-Feb-2018,30184.45,30235.35,29778.4,29833.75,300688062,5550.74,-0.92,51.59
16-Feb-2018,29967.6,30026.6,29381.55,29501.9,294682635,5405.2,-1.11,49.91
19-Feb-2018,29560.85,29560.85,28971.35,29182.55,263669600,4666.68,-1.08,48.29
20-Feb-2018,29211.9,29437.1,29081.1,29315.7,266466414,4653.92,0.46,48.96
21-Feb-2018,29465.2,29467.9,29096.85,29190.45,180167240,3743.67,-0.43,48.33
22-Feb-2018,29150.35,29150.35,28871.3,28920.45,230583280,5130.12,-0.92,46.95
23-Feb-2018,29035.55,29414.9,29010.9,29375.65,179740970,3922.65,1.57,49.27
26-Feb-2018,29554.9,29688.65,29500,29646.35,177680666,3824.59,0.92,50.64
27-Feb-2018,29717.9,29776.35,29453.85,29534.9,332974846,5295.21,-0.38,50.08
28-Feb-2018,29349.8,29489.7,29229.2,29404,403814971,6073.23,-0.44,49.41
01-Mar-2018,29416.4,29577.3,29169.65,29202.2,252690349,4130.88,-0.69,48.39
05-Mar-2018,29107.1,29112.8,28743.9,28892.1,207201811,3939.65,-1.06,46.81
06-Mar-2018,29092.4,29166.35,28523.15,28623.3,174634191,3801.3,-0.93,45.44
07-Mar-2018,28579.15,28660.55,28249.95,28297.8,200135623,4023.67,-1.14,43.79
08-Mar-2018,28477.5,28536.4,27968.15,28278.4,196608753,4168.07,-0.07,43.69
09-Mar-2018,28412.6,28506.65,28234.3,28290,186370786,3693.1,0.04,43.75
12-Mar-2018,28514.35,28560.4,28278.2,28503.05,186607352,3574.69,0.75,44.83
13-Mar-2018,28492.8,28904.7,28447,28858.3,257182560,4713.95,1.25,46.64
14-Mar-2018,28720.1,28927.7,28677.05,28892.3,220128156,3938.23,0.12,46.81
15-Mar-2018,28887.65,29035.75,28850.2,28904.95,167794480,3574.54,0.04,46.88
16-Mar-2018,28868,28945.1,28605.8,28647.6,232511165,5156.14,-0.89,45.57
19-Mar-2018,28729.05,28741.45,28124.9,28222.05,205943142,3860.28,-1.49,43.41
20-Mar-2018,28082.65,28405.25,28055.7,28358.85,173315311,3504.43,0.48,44.10
21-Mar-2018,28492.8,28672.45,28418.8,28479.05,150386572,3240.16,0.42,44.71
22-Mar-2018,28483.75,28598.35,28336.3,28369.65,133091365,3112.39,-0.38,44.16
23-Mar-2018,27949.05,28225.4,27892.35,28189.9,194035393,4045,-0.63,43.24
26-Mar-2018,28232.55,28662.9,28194.35,28616.95,180898003,4077.36,1.51,45.41
27-Mar-2018,28801.8,28895.25,28683.95,28835.75,171865712,4089.24,0.76,46.52
28-Mar-2018,28734.5,28848.65,28428.55,28545.25,242619429,6409.33,-1.01,45.05
02-Apr-2018,28718.9,29148.25,28635.05,29114.25,,,1.99,47.94
03-Apr-2018,29120.4,29482.6,29088.1,29455.55,158638003,3861.43,1.17,49.67
04-Apr-2018,29535.4,29610.85,29075.5,29119.55,168404230,3797.38,-1.14,47.97
05-Apr-2018,29422.3,29685.4,29408.3,29645.2,152969518,3796.94,1.81,50.64
06-Apr-2018,29686.25,30019.1,29551.85,29991.55,163854033,3866.8,1.17,52.40
09-Apr-2018,29996.65,30106.9,29949.95,30002.1,155052809,3359.88,0.04,52.45
10-Apr-2018,30128.15,30143.1,29869.4,29963.2,145132619,3098.48,-0.13,52.25
11-Apr-2018,30031.55,30057.05,29869.8,30005.95,132827713,3231.73,0.14,52.47
12-Apr-2018,29987.55,30094.8,29894.1,29956.75,120337695,2903.74,-0.16,52.22
