Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),Change,Cummulative change
13-Apr-2018,30030.15,30146.75,29868.7,29946.45,140490116,3407.19,-0.03,52.17
16-Apr-2018,29843.2,30118,29797.3,30105.05,115422088,2853.66,0.53,52.97
17-Apr-2018,30221.95,30224.8,30036,30165.55,124761680,2898.63,0.20,53.28
18-Apr-2018,30257.7,30278.8,30078.9,30139.4,142234928,3142.62,-0.09,53.15
19-Apr-2018,30269.9,30378.35,30206.35,30358.75,144547643,3448.6,0.73,54.26
20-Apr-2018,30297.45,30322.35,30120.95,30231.4,136483504,2951.33,-0.42,53.62
23-Apr-2018,30263.95,30460.65,30241.85,30391.4,127004648,2997.92,0.53,54.43
24-Apr-2018,30412.4,30554.05,30332.5,30444.75,129865886,3737.71,0.18,54.70
25-Apr-2018,30458.65,30514.2,30278.15,30393.05,157612995,4160.5,-0.17,54.44
26-Apr-2018,30475.6,30498.95,30300.75,30326.8,204782454,4511.3,-0.22,54.10
27-Apr-2018,30460.95,30592.65,30436.5,30513.4,137123897,3391.08,0.62,55.05
30-Apr-2018,30610.1,30706.15,30584.3,30682.65,112785219,2917.57,0.55,55.91
02-May-2018,30794.3,30817.4,30206.75,30287.9,140275139,3762.99,-1.29,53.90
03-May-2018,30257.45,30276.9,29797.5,29898.9,145145333,4942.34,-1.28,51.93
04-May-2018,29966.6,29967.45,29681.35,29703.95,135649117,3360.45,-0.65,50.94
07-May-2018,29821.85,29956.85,29743.55,29939,102467549,2855.95,0.79,52.13
08-May-2018,30014.85,30026.05,29817.75,29842.5,140996176,3315.13,-0.32,51.64
09-May-2018,29792.05,29809.5,29661.2,29668.95,101008098,2818.77,-0.58,50.76
10-May-2018,29714.3,29761.3,29246.95,29284.8,130696855,3057.47,-1.29,48.81
11-May-2018,29370.85,29397.2,29151.3,29288.65,198710038,3646.6,0.01,48.82
14-May-2018,29360.6,29362.6,29103.65,29148.45,152230073,3698.45,-0.48,48.11
15-May-2018,29141.3,29478.25,28897.25,29052.6,188765005,4468.65,-0.33,47.63
16-May-2018,28932.05,29126.85,28747.15,29022.1,224077950,4039.29,-0.10,47.47
17-May-2018,29115.6,29172.5,28965.75,29017.2,183873505,3817.93,-0.02,47.45
18-May-2018,29045.8,29048.75,28549.35,28600.7,163474683,3630.3,-1.44,45.33
21-May-2018,28633.95,28669.35,28113.75,28179.45,179610887,4013.68,-1.47,43.19
22-May-2018,28184.3,28593.75,28097.15,28562.5,231763345,4622.95,1.36,45.14
23-May-2018,28565.6,28703.3,28364.8,28411.3,183080546,3742.44,-0.53,44.37
24-May-2018,28509.7,28569.95,28302.65,28481.2,165441580,3805.76,0.25,44.72
25-May-2018,28576.85,29010.55,28521.8,28963.4,185604666,4684.67,1.69,47.17
28-May-2018,29135.9,29474.65,29122.6,29447.1,189449379,4179.44,1.67,49.63
29-May-2018,29453.25,29582.7,29321.4,29428.75,233966013,4525.49,-0.06,49.54
30-May-2018,29249.6,29468.75,29211.35,29343.35,187961091,4138.03,-0.29,49.10
31-May-2018,29443.65,29514.25,29184.3,29241.4,312029492,11095.9,-0.35,48.58
01-Jun-2018,29277.45,29380.75,28916.25,28948,176623495,3558.47,-1.00,47.09
04-Jun-2018,29091.85,29105.95,28624.1,28689.25,171643843,3574.59,-0.89,45.78
05-Jun-2018,28684.7,28696.85,28259.65,28390.7,188235283,3410.15,-1.04,44.26
06-Jun-2018,28409,28860.75,28382.35,28824.15,165892934,3293.55,1.53,46.46
07-Jun-2018,28954.9,29232.45,28945.65,29204.65,173058543,3226.94,1.32,48.40
08-Jun-2018,29120.5,29328.6,29036.85,29320.6,188729361,3517.87,0.40,48.99
11-Jun-2018,29412.9,29497,29309.9,29339.15,176105281,3350.17,0.06,49.08
12-Jun-2018,29383.3,29575.1,29353.1,29548.75,171590007,3383.74,0.71,50.15
13-Jun-2018,29618.6,29671.7,29471.4,29491.4,169887948,3473.32,-0.19,49.86
14-Jun-2018,29501.1,29501.3,29277.2,29440.7,150946617,3296.15,-0.17,49.60
15-Jun-2018,29418.75,29485.95,29138.7,29215.65,184068780,4271.71,-0.76,48.45
18-Jun-2018,29237.5,29271.55,29008.7,29064.75,120291338,2553.09,-0.52,47.69
19-Jun-2018,29004.4,29095.4,28733.85,28847.9,147015809,3193.86,-0.75,46.59
20-Jun-2018,28933.4,28968.55,28774.15,28838.55,156225858,3476.8,-0.03,46.54
21-Jun-2018,28933.6,28961.35,28639.95,28675.85,139125749,3210.71,-0.56,45.71
22-Jun-2018,28675.5,28866.75,28450.8,28829.45,137179951,3076.51,0.54,46.49
25-Jun-2018,28836.4,28880.5,28404.5,28447.7,145347482,2893.97,-1.32,44.55
26-Jun-2018,28406.55,28632.3,28389.75,28505.85,176989480,3621.34,0.20,44.85
27-Jun-2018,28570.45,28576.25,28061.35,28119,173876447,3566.74,-1.36,42.88
28-Jun-2018,28073.45,28176.45,27726.15,27771.35,224686313,4463.19,-1.24,41.11
29-Jun-2018,27921.7,28334.25,27915.15,28291.7,178029755,3799.41,1.87,43.76
02-Jul-2018,28355.15,28370.85,27885.5,28042.45,167192604,3136.37,-0.88,42.49
03-Jul-2018,28061.1,28212.35,27908.15,28170.5,146904981,3025.22,0.46,43.14
04-Jul-2018,28142.8,28155.55,27958.8,28113.3,142880995,4514.39,-0.20,42.85
05-Jul-2018,28163,28176,27955.1,27999.05,140528605,3339.27,-0.41,42.27
06-Jul-2018,27961.65,28319.45,27913.3,28148.05,181308362,3639.08,0.53,43.03
09-Jul-2018,28318.2,28389.55,28251,28361.45,128608134,2450.15,0.76,44.11
10-Jul-2018,28493,28680.35,28478.65,28655.6,156357709,3523.91,1.04,45.61
11-Jul-2018,28638.65,28682.45,28403.95,28424,150128994,3285.27,-0.81,44.43
12-Jul-2018,28562.4,28690.45,28311.8,28367.2,162669445,3601.46,-0.20,44.14
13-Jul-2018,28427.05,28491.75,28191.9,28234.85,156650186,3034.95,-0.47,43.47
16-Jul-2018,28274.2,28275.65,27552.85,27592.45,163113790,3232.59,-2.28,40.21
17-Jul-2018,27631.1,27947.75,27523.8,27904.35,220907278,3830.28,1.13,41.79
18-Jul-2018,28023.3,28073.2,27519.9,27591.2,318409299,4949.01,-1.12,40.20
19-Jul-2018,27657.9,27715.8,27351.75,27438.95,276506764,4171.94,-0.55,39.43
20-Jul-2018,27443.5,27614.4,27340.8,27593.65,179902557,3251.36,0.56,40.21
23-Jul-2018,27699.75,28085.2,27691.45,28065.85,203706424,4211.87,1.71,42.61
24-Jul-2018,28149.95,28807.8,28149.35,28786.25,331346165,6439.75,2.57,46.27
25-Jul-2018,28845.85,28948.85,28677.75,28758.3,256289260,4955.28,-0.10,46.13
26-Jul-2018,28835.8,29089.4,28827.6,29026.25,319286307,7123.83,0.93,47.49
27-Jul-2018,29152.4,29326.9,29117.75,29258.45,263984179,4476.72,0.80,48.67
30-Jul-2018,29367.35,29592.65,29243.7,29563.55,312400658,5341.41,1.04,50.22
31-Jul-2018,29525.2,29716.65,29417.95,29690.55,286156635,5995.7,0.43,50.87
01-Aug-2018,29783.35,29886.3,29617.8,29783.15,298085343,5518.64,0.31,51.34
02-Aug-2018,29761.4,29877.2,29522.6,29702,223629373,4938.17,-0.27,50.93
03-Aug-2018,29807.55,30004.85,29795.1,29903.85,230433351,4467.45,0.68,51.95
06-Aug-2018,29994.5,30056.5,29883.05,29948.55,194964466,4107.24,0.15,52.18
07-Aug-2018,30027.65,30078.55,29784.9,29934.25,302448778,5152.75,-0.05,52.11
08-Aug-2018,29989.35,30038.95,29856.35,29981.5,231599501,4158.66,0.16,52.35
09-Aug-2018,30040.9,30140.3,29986,30093.55,221581431,4348.22,0.37,52.91
10-Aug-2018,30117.9,30128.4,29778.95,29867.75,202467917,3857.23,-0.75,51.77
13-Aug-2018,29711.35,29798.5,29526.1,29547.1,168245699,3773.13,-1.07,50.14
14-Aug-2018,29615.85,29740.4,29585.1,29710.5,150919546,3738.6,0.55,50.97
16-Aug-2018,29619.8,29761,29454.25,29498,167220569,3732.79,-0.72,49.89
17-Aug-2018,29646.05,29959.25,29643.6,29940.7,151311531,3871.14,1.50,52.14
20-Aug-2018,30072.65,30308.4,30062.75,30286.4,186181132,4217.02,1.15,53.89
21-Aug-2018,30377.05,30507.95,30255.35,30417.4,162680102,4413.34,0.43,54.56
23-Aug-2018,30502.65,30620.7,30380.6,30591.95,173161555,4618.7,0.57,55.45
24-Aug-2018,30556.25,30642.45,30357.75,30547.15,229018494,4710.18,-0.15,55.22
27-Aug-2018,30662.35,30858.75,30650.8,30807.2,196508542,4753.76,0.85,56.54
28-Aug-2018,30876.75,30953.5,30693,30768.1,169318098,4197.27,-0.13,56.34
29-Aug-2018,30819.15,31088.25,30745.5,30981.95,253567597,6034.73,0.70,57.43
30-Aug-2018,31002.65,31175.2,30938.4,31097.35,272211990,6402.51,0.37,58.02
31-Aug-2018,31147.7,31371.85,31063.6,31251.7,276998388,5665.52,0.50,58.80
03-Sep-2018,31431.7,31436.75,30946.15,31022.25,220946022,4646.26,-0.73,57.63
04-Sep-2018,30989.7,31046,29950.8,30074.85,206975543,4972.7,-3.05,52.82
05-Sep-2018,29982.8,30064.65,29519.75,29895.1,349185298,6226.16,-0.60,51.91
06-Sep-2018,30045.45,30134.4,29824.35,30105.75,241411515,5996.77,0.70,52.98
07-Sep-2018,30178.75,30474.3,30009.55,30442.7,243809668,6887.11,1.12,54.69
10-Sep-2018,30403.7,30505.8,29863.95,29909.95,194625832,4633.66,-1.75,51.98
11-Sep-2018,30001.75,30062.75,29329.75,29360.75,227372973,5023.68,-1.84,49.19
12-Sep-2018,29414.9,29557.85,29094.45,29497.4,255004423,5466.53,0.47,49.89
14-Sep-2018,29698.6,30050.55,29688.4,30022.25,196847683,4887.84,1.78,52.55
17-Sep-2018,29901.9,29920.45,29641.25,29769.9,176238500,4444.5,-0.84,51.27
18-Sep-2018,29756.35,29867.5,29307.3,29344.15,311034265,5530.89,-1.43,49.11
19-Sep-2018,29468.35,29549.2,29072.4,29217.65,272820622,5187.19,-0.43,48.46
21-Sep-2018,29348.85,29496.5,27226.5,28632,384789336,7590.06,-2.00,45.49
24-Sep-2018,28742.7,28751.05,27719.5,27763.75,243500774,4706.17,-3.03,41.08
25-Sep-2018,27721.85,28135.1,27361.15,28021.05,307594745,5514.93,0.93,42.38
26-Sep-2018,28278.05,28311.15,27880.7,28104.6,257410425,4428.07,0.30,42.81
27-Sep-2018,28155.3,28166.35,27592.65,27636.45,281655438,5958.32,-1.67,40.43
28-Sep-2018,27783.35,27839.55,26982.8,27286.5,219923683,5272.09,-1.27,38.65
01-Oct-2018,27231.4,27376.2,26656.75,27307.9,214643174,4794.59,0.08,38.76
03-Oct-2018,27266.9,27379.65,26881.25,26959.35,221273502,5175.68,-1.28,36.99
04-Oct-2018,26672.4,26819.2,26213.25,26539.15,211686973,5079.38,-1.56,34.85
05-Oct-2018,26396.3,26468.55,25767.95,25903.25,220341474,4422.5,-2.40,31.62
08-Oct-2018,25857.95,25996.15,25285.45,25634.25,205689206,4413.52,-1.04,30.26
09-Oct-2018,25747.2,25837.75,25102.8,25499.95,196708521,4599.26,-0.52,29.57
10-Oct-2018,25591.75,26356.7,25591.75,26324.35,221841966,5036.85,3.23,33.76
11-Oct-2018,25570.05,26166.35,25346.45,25831.25,178729215,4445.51,-1.87,31.26
12-Oct-2018,26103.6,26471.7,26097.2,26378.4,163588106,4083.08,2.12,34.04
15-Oct-2018,26476.9,26537.35,26169.85,26489.05,123080998,3416.35,0.42,34.60
16-Oct-2018,26599,26890.15,26575.65,26861.65,136288310,3543.76,1.41,36.49
17-Oct-2018,27097,27173.45,26237.55,26277.15,161152445,4100.19,-2.18,33.52
19-Oct-2018,26141,26333.85,25887.55,26053.9,196863587,4927.43,-0.85,32.39
22-Oct-2018,26270.35,26316.65,25882.1,25935.45,142933451,3641.62,-0.45,31.79
23-Oct-2018,25754,25906.9,25450.75,25605,136635946,3558.24,-1.27,30.11
24-Oct-2018,25796.7,25959.45,25409.35,25698.7,160881291,4094.45,0.37,30.58
25-Oct-2018,25384.8,25587.1,25286.3,25335.8,250502872,5462.09,-1.41,28.74
26-Oct-2018,25400.1,25535.1,25040.45,25369.25,198554829,4392.26,0.13,28.91
29-Oct-2018,25459.45,26005.45,25290.25,25967,173624205,4329.43,2.36,31.95
30-Oct-2018,25992.25,26184.8,25932.5,26104.65,201041862,4301.57,0.53,32.65
31-Oct-2018,26208.75,26610.7,25899.1,26566.35,217996215,5561.03,1.77,34.99
01-Nov-2018,26697.5,26873.35,26596.15,26728.8,202429387,5374.04,0.61,35.82
02-Nov-2018,26938.5,27370,26930.8,27134.9,217547984,4953.98,1.52,37.88
05-Nov-2018,27120.55,27306.55,26987.75,27219.65,157227705,3561.95,0.31,38.31
06-Nov-2018,27299.35,27369.25,26925.05,27064.3,123897756,2978.13,-0.57,37.52
07-Nov-2018,27247.2,27284.45,27205.35,27248.2,16820519,421.63,0.68,38.46
09-Nov-2018,27298.35,27410.9,27192.65,27367.45,133758755,3238.96,0.44,39.06
12-Nov-2018,27443.05,27519.5,26996.75,27051.55,116949608,3101.6,-1.15,37.46
13-Nov-2018,27017.8,27153.7,26736.6,27121.8,120315899,3316.47,0.26,37.81
14-Nov-2018,27199.95,27289.7,27019.15,27149.3,270995517,5159.7,0.10,37.95
15-Nov-2018,27154.8,27298.7,26964.85,27254.65,210982496,3876.72,0.39,38.49
16-Nov-2018,27307.8,27435.15,27207.2,27359.35,246127297,4165.63,0.38,39.02
19-Nov-2018,27483.7,27539.3,27338.85,27508.3,199720265,3751.63,0.54,39.78
20-Nov-2018,27440.25,27508.45,27120.75,27163.15,177032334,3367.93,-1.25,38.02
21-Nov-2018,27226.8,27411.75,27147.45,27375.1,180880074,3379.35,0.78,39.10
22-Nov-2018,27378.45,27418.7,27148.35,27187.45,159218107,2829.68,-0.69,38.15
26-Nov-2018,27287.7,27350.15,27010.05,27287.25,173676208,3754.87,0.37,38.66
27-Nov-2018,27250.9,27377.15,27193.3,27259.95,156949389,3453.98,-0.10,38.52
28-Nov-2018,27265.5,27356.85,27146.3,27188.95,170659927,3729.91,-0.26,38.16
29-Nov-2018,27316.55,27442.15,27241.4,27390.55,226423702,5197.15,0.74,39.18
30-Nov-2018,27449.2,27604.8,27391.35,27593.7,332367654,6445.22,0.74,40.21
03-Dec-2018,27720.15,27735.05,27517.85,27681.3,183212947,3809.02,0.32,40.66
04-Dec-2018,27679.3,27773.4,27561.9,27599.15,153259999,3616.72,-0.30,40.24
05-Dec-2018,27472.9,27490.5,27124.7,27215.25,176415176,3720.06,-1.39,38.29
06-Dec-2018,27042.45,27042.45,26766.75,26798.3,176258895,3767.73,-1.53,36.17
07-Dec-2018,26884.85,26970.15,26724.8,26915.65,156076001,3167.96,0.44,36.77
10-Dec-2018,26473.3,26563.5,26329.8,26426.05,143172931,2900.78,-1.82,34.28
11-Dec-2018,26099.55,26929.4,26083.55,26842.65,174571106,3635.05,1.58,36.40
12-Dec-2018,26967.1,27471.65,26950.45,27440.85,153464654,3602.45,2.23,39.44
13-Dec-2018,27562.65,27877.15,27551.4,27720.5,157036173,4129.13,1.02,40.86
14-Dec-2018,27747.05,27940.25,27667.75,27814.05,182281619,4281.7,0.34,41.33
17-Dec-2018,27900.45,28052.85,27837.7,28034.35,125381578,3247.67,0.79,42.45
18-Dec-2018,27978.2,28244.05,27896.65,28169.8,132720855,3248.05,0.48,43.14
19-Dec-2018,28314.75,28636.55,28301.5,28564.25,182925165,5189.19,1.40,45.14
20-Dec-2018,28438.65,28639.3,28320.75,28405.5,146209392,3663.66,-0.56,44.34
21-Dec-2018,28479.15,28559.65,27955,28017.35,209651060,4903.9,-1.37,42.36
24-Dec-2018,28001.05,28098.5,27590.7,27620.6,145296806,3409.33,-1.42,40.35
26-Dec-2018,27531.95,27799.15,27137.9,27725.65,160385835,3831.65,0.38,40.88
27-Dec-2018,27885.75,27959.85,27739.9,27780.95,213385891,4325.34,0.20,41.16
28-Dec-2018,27863.4,28123.65,27860.9,28063.2,125608044,3151.38,1.02,42.60
31-Dec-2018,28161.3,28261,28110.5,28178.8,119740678,3181.62,0.41,43.19
01-Jan-2019,28243.95,28252.2,27988.6,28111.65,100916543,2354.6,-0.24,42.84
02-Jan-2019,28074.05,28188.4,27801.75,27876.95,167334185,3410.28,-0.83,41.65
03-Jan-2019,27874.05,28045.3,27630.2,27674.65,175238949,3362.2,-0.73,40.62
04-Jan-2019,27707.2,27842.75,27533.9,27719.5,163387940,3295.06,0.16,40.85
07-Jan-2019,27893.95,27932,27652.95,27706.6,135700262,2862.02,-0.05,40.79
08-Jan-2019,27726.75,27799.5,27625.8,27689.1,130644927,3152.52,-0.06,40.70
09-Jan-2019,27780.05,27818.9,27470.9,27683.5,148827202,3227.23,-0.02,40.67
10-Jan-2019,27719.4,27820.6,27675.95,27798.2,137215850,3330.28,0.41,41.25
11-Jan-2019,27816.9,27842,27592.1,27707.55,108041758,2753.97,-0.33,40.79
14-Jan-2019,27653.7,27659.85,27391.65,27514.85,112371202,3071.25,-0.70,39.81
15-Jan-2019,27603.25,27744.15,27574.25,27712.6,103197975,2867.13,0.72,40.82
16-Jan-2019,27740.15,27848.55,27677.5,27727.65,102816080,2688.58,0.05,40.89
17-Jan-2019,27779.35,27847.45,27619.85,27710.65,119276971,2818.34,-0.06,40.81
18-Jan-2019,27763.45,27768.6,27335.2,27410.55,130958764,2971.54,-1.08,39.28
21-Jan-2019,27441.3,27617.4,27292.25,27322.4,136502965,2744.19,-0.32,38.83
22-Jan-2019,27323.2,27452.65,27150.6,27430.75,156924715,3741.98,0.40,39.38
23-Jan-2019,27457.7,27479.35,27227.3,27264.05,130205519,3665.24,-0.61,38.54
24-Jan-2019,27300.8,27342.1,27118.4,27232.6,157633445,4238.52,-0.12,38.38
25-Jan-2019,27321.45,27375.45,26751.6,26868.3,162390258,4148.04,-1.34,36.53
28-Jan-2019,26868.45,26878.4,26237.25,26372.1,161788804,3694.54,-1.85,34.00
29-Jan-2019,26309.55,26491.2,26162.5,26398.8,160200682,3412.52,0.10,34.14
30-Jan-2019,26499.2,26506.65,26264.6,26396.15,155005286,3444.79,-0.01,34.13
31-Jan-2019,26500,26581.3,26337.1,26555.6,228479498,4883.75,0.60,34.94
01-Feb-2019,26630.05,27046.25,26537.25,26828.2,221881234,4763.69,1.03,36.32
04-Feb-2019,26820.95,26824.75,26401.05,26588.2,135082848,2932.42,-0.89,35.10
05-Feb-2019,26583.55,26642.2,26301.35,26397.75,173479315,3209.26,-0.72,34.14
06-Feb-2019,26488.9,26709.95,26257,26639.8,153226523,3544.46,0.92,35.37
07-Feb-2019,26681.85,27011.4,26652.95,26956.15,212181116,4342.42,1.19,36.97
08-Feb-2019,26897.1,26922.6,26498.05,26536.6,175437725,3386.54,-1.56,34.84
11-Feb-2019,26486.25,26508.05,26134.5,26240,166473702,3671.62,-1.12,33.33
12-Feb-2019,26259.25,26336.6,26060.6,26094.4,164251404,2955.06,-0.55,32.59
13-Feb-2019,26159.4,26195.6,25787.85,25826.95,149702336,3405.21,-1.02,31.23
14-Feb-2019,25767.9,25977.95,25758.4,25945.7,192491625,3335.83,0.46,31.84
15-Feb-2019,25911.55,25932.2,25308.95,25500.6,188739756,3701.79,-1.72,29.58
18-Feb-2019,25490,25496.65,25131.55,25296.45,129701175,3103.96,-0.80,28.54
19-Feb-2019,25310.65,25556.9,25307.1,25337.5,173028390,3340.21,0.16,28.75
20-Feb-2019,25434.1,25732.05,25434.1,25677.3,170327880,3468.71,1.34,30.47
21-Feb-2019,25724.95,25944.7,25674.45,25896.95,156413872,2956.92,0.86,31.59
22-Feb-2019,25930.2,26124,25867.35,26097.55,168739680,3106.73,0.77,32.61
25-Feb-2019,26179.05,26241.65,26093.9,26212.65,221369623,3899.44,0.44,33.19
26-Feb-2019,26006.35,26340.65,25796.35,26199.65,192202789,4030.85,-0.05,33.13
27-Feb-2019,26301.65,26658.2,26136.8,26310.85,191312754,4118.31,0.42,33.69
28-Feb-2019,26415.35,26552.1,26347.3,26514.45,301919112,5042.8,0.77,34.73
01-Mar-2019,26613.55,26863.75,26594.45,26847.9,252426712,4606.84,1.26,36.42
05-Mar-2019,26884,27378.6,26867.15,27347.05,232537830,4425.36,1.86,38.96
06-Mar-2019,27500.5,27714.55,27443.6,27558.1,249243183,4655.06,0.77,40.03
07-Mar-2019,27598.55,27668.55,27393.95,27429.5,247268722,3896.76,-0.47,39.38
08-Mar-2019,27401.75,27491.2,27294.45,27458.2,189227583,3484.63,0.10,39.52
11-Mar-2019,27573.25,28106.15,27546.6,28087.55,213017761,4328.02,2.29,42.72
12-Mar-2019,28261.15,28427.35,28156.4,28208.3,244675495,5666.26,0.43,43.34
13-Mar-2019,28269.65,28314.7,28005.35,28047.85,244990707,5447.46,-0.57,42.52
14-Mar-2019,28104.4,28143.85,27848.25,27942.1,172727340,4284.35,-0.38,41.98
15-Mar-2019,27983.5,28128.55,27866.5,27907.65,232494773,5084.19,-0.12,41.81
18-Mar-2019,27995.55,28078.9,27841.1,27970.7,188052744,3714.85,0.23,42.13
19-Mar-2019,28066.65,28105.35,27953.4,28058.65,191600436,3687.35,0.31,42.57
20-Mar-2019,28110.15,28110.2,27906.3,27964.1,324574717,4567.33,-0.34,42.09
22-Mar-2019,27965.15,28094.95,27737.5,27760,225144012,4628.37,-0.73,41.06
25-Mar-2019,27606.7,27607.5,27353,27423.25,200324332,3619.36,-1.21,39.35
26-Mar-2019,27497.2,27731.55,27487.05,27681.75,232935834,4660.29,0.94,40.66
27-Mar-2019,27806.65,27904.5,27575.95,27623.2,265133168,5436.19,-0.21,40.36
28-Mar-2019,27664.65,27915.3,27648.75,27873.05,409377111,7616.43,0.90,41.63
29-Mar-2019,28019.9,28307.05,27980.25,28281.9,468090289,6988.38,1.47,43.71
01-Apr-2019,28450.65,28544.2,28280.55,28334,256424647,5171.2,0.18,43.97
02-Apr-2019,28398.85,28409.25,28078.6,28137,241109847,4536.79,-0.70,42.97
03-Apr-2019,28238.7,28342.85,28008.3,28033.15,285934854,5390.33,-0.37,42.45
04-Apr-2019,28119.5,28128.35,27864.05,28020.55,290248549,4494.68,-0.04,42.38
05-Apr-2019,28111.3,28255.9,28080.25,28143.05,314044083,3869.99,0.44,43.00
08-Apr-2019,28182.35,28269.95,27949.8,28039.3,347847899,5334.14,-0.37,42.48
09-Apr-2019,28068.25,28177.25,27885.1,28146.45,231808483,3818.08,0.38,43.02
10-Apr-2019,28137.25,28221.35,28024.2,28056.8,220814696,4210.22,-0.32,42.57
11-Apr-2019,28069.8,28181.15,27993.3,28148.55,217310648,4136.94,0.33,43.03
12-Apr-2019,28171.6,28295.7,28165,28271.1,218937657,4264.48,0.44,43.65
15-Apr-2019,28351.35,28406.15,28262.65,28389.5,212646737,3101.21,0.42,44.26
16-Apr-2019,28482.05,28588.3,28461.4,28542.45,261615558,4707.06,0.54,45.03
18-Apr-2019,28593.75,28639.7,28304.1,28419.55,224570310,4841.75,-0.43,44.41
22-Apr-2019,28317.15,28326.85,27882.45,27907.25,169873871,3218.71,-1.80,41.81
23-Apr-2019,27967.55,28050.5,27842.25,27874.85,164504376,4014.42,-0.12,41.64
24-Apr-2019,27885.55,28085,27811.95,28057.85,187954979,4410.79,0.66,42.57
25-Apr-2019,28093.65,28186.3,27874.95,27914.95,275948879,5865.88,-0.51,41.84
26-Apr-2019,28015.6,28090.8,27875.6,27921.05,180858450,4347.49,0.02,41.88
30-Apr-2019,27888.55,27921.55,27608.05,27800.25,234839668,5073.65,-0.43,41.26
02-May-2019,27750.4,27897.2,27617.6,27659.1,257990006,5398.8,-0.51,40.54
03-May-2019,27656.3,27732.25,27486.05,27537.75,189997086,4718.14,-0.44,39.93
06-May-2019,27345.95,27426.25,27155.1,27202.9,166636440,3424.19,-1.22,38.23
07-May-2019,27294.65,27361.55,26999.3,27020.4,175691619,3989.91,-0.67,37.30
08-May-2019,26983.05,26994.25,26655.75,26707.75,374270362,4139.18,-1.16,35.71
09-May-2019,26649.25,26727.95,26463.65,26632.6,283034550,3545.34,-0.28,35.33
10-May-2019,26643.35,26718.1,26500.8,26558.95,359338916,3625.23,-0.28,34.95
13-May-2019,26507.4,26520.15,26024,26074.6,321050777,3226.62,-1.82,32.49
14-May-2019,26026.75,26260.15,25815.7,26130,420858520,4134.54,0.21,32.77
15-May-2019,26161.4,26292.65,25937.25,26015.45,293256313,4203.18,-0.44,32.19
16-May-2019,26013.1,26056.9,25729.05,26004.7,327161583,5376.09,-0.04,32.14
17-May-2019,25984.55,26263,25910.6,26226.5,328549094,5612.15,0.85,33.27
20-May-2019,26828.95,27104.4,26655.3,27081.4,342279600,5640.85,3.26,37.61
21-May-2019,27180.4,27250.5,26786.1,26859.05,275973926,5601.68,-0.82,36.48
22-May-2019,26927.15,26937.4,26676.7,26848.05,292906003,4133.35,-0.04,36.42
23-May-2019,27203.55,27533.85,26883.45,26947.1,445955902,7088.96,0.37,36.93
24-May-2019,27080,27626.65,27071.95,27572.65,361207738,6380.89,2.32,40.11
27-May-2019,27496.55,27740.9,27415.05,27719.9,332753834,6604.66,0.53,40.85
28-May-2019,27838.8,27907.25,27681,27824.75,456916580,9308.86,0.38,41.39
29-May-2019,27860.1,27861.55,27597.9,27625.35,224609668,4617.54,-0.72,40.37
30-May-2019,27670.05,27709.9,27583.55,27648.55,451148315,5445.05,0.08,40.49
31-May-2019,27772,27964.65,27626.65,27839.5,358846314,5810.4,0.69,41.46
03-Jun-2019,27943.95,28165.2,27797.35,28143.05,242900419,5131.33,1.09,43.00
04-Jun-2019,28080.5,28218.25,27950.7,27970.1,236045994,4411.75,-0.61,42.12
06-Jun-2019,28029.9,28029.9,27336.95,27374.15,255954253,4972.41,-2.13,39.10
07-Jun-2019,27370.5,27542.05,27127.65,27382.75,185760499,3831.13,0.03,39.14
10-Jun-2019,27490.2,27626.65,27400.75,27456.4,186054598,3433.07,0.27,39.51
11-Jun-2019,27508.75,27645.05,27324.05,27613.2,174068612,3463.11,0.57,40.31
12-Jun-2019,27599.05,27606.5,27352.7,27395.25,157628783,3284.49,-0.79,39.20
13-Jun-2019,27383.7,27408.9,27147.15,27379.2,197433562,3790.88,-0.06,39.12
14-Jun-2019,27371.85,27385.25,27025.05,27093,165893194,3298.62,-1.05,37.67
17-Jun-2019,27072.15,27087.65,26636.95,26672.3,202685157,6116.33,-1.55,35.53
18-Jun-2019,26691.6,26811.5,26580.2,26705,188870299,4437.89,0.12,35.70
19-Jun-2019,26809.9,26893.75,26411.9,26551.8,214696841,3995.02,-0.57,34.92
20-Jun-2019,26522.5,27058.85,26392.9,26998.15,204645416,3930.05,1.68,37.19
21-Jun-2019,26930.45,27031.55,26806.35,26926.2,242823187,5130.29,-0.27,36.82
24-Jun-2019,26981.7,27029.2,26884.2,26960.25,169917270,3423.25,0.13,36.99
25-Jun-2019,26886.9,27054.1,26811.6,27028.45,189314718,5948.38,0.25,37.34
26-Jun-2019,26981.1,27304.1,26954.2,27246.3,217088397,4506.64,0.81,38.45
27-Jun-2019,27269.5,27417.3,27252,27381.35,363996336,5384.2,0.50,39.13
28-Jun-2019,27431.4,27492.25,27285.8,27332.5,187919503,4030.14,-0.18,38.89
01-Jul-2019,27436.85,27528.75,27402.15,27471.75,153123930,3093.23,0.51,39.59
02-Jul-2019,27547.95,27577.55,27435.75,27562.85,134945757,2677.56,0.33,40.06
03-Jul-2019,27642.35,27721.6,27535.55,27704.9,185313335,3590.83,0.52,40.78
04-Jul-2019,27726.45,27817.9,27721.7,27762,283910535,4380.47,0.21,41.07
05-Jul-2019,27820.55,27877,27297.85,27378,267048664,5556.41,-1.38,39.12
